t,minima,maxima,minima_index,maxima_index,curvature_minima,curvature_maxima,mean_surface_height
0.5,0.2326170743366749,0.4973423746566273,169,461,0.0809293613538542,-0.06367540327476874,0.37578114807072305
5.7,0.101612236325602,0.3407423746566273,200,662,0.10889004743180272,-0.01843100473580443,0.2692465397254936
10.9,0.086628264390864,0.2877423746566273,215,669,0.11514920980009138,-0.017264410543726266,0.25243571431378065
16.2,0.0821423746566273,0.2572423746566273,227,673,0.10624348402258404,-0.015554680070715943,0.2464529235512877
21.4,0.0790423746566273,0.2360423746566273,236,679,0.08909990533130388,-0.014982578878625398,0.24132664528210707
26.6,0.0777423746566273,0.2216423746566273,246,683,0.05963394075164908,-0.014740123747991479,0.24152009674674066
31.9,0.0777423746566273,0.2088423746566273,255,687,0.044966059713275004,-0.015420879509486684,0.2376079085907194
37.1,0.0762423746566273,0.1993423746566273,264,688,0.03746318938390926,-0.01883190839562702,0.2348853991069666
42.3,0.0729423746566273,0.1904423746566273,274,689,0.03520411942121718,-0.016155094462483983,0.23419946864825486
47.6,0.0734423746566273,0.1827423746566273,281,692,0.03513888606215872,-0.015671915365854577,0.23157290078484605
52.8,0.0726423746566273,0.1776423746566273,287,691,0.03532217639130371,-0.01720191477937813,0.22988087218668266
58.0,0.0724423746566273,0.1714423746566273,293,694,0.032670811513834136,-0.01582967965808346,0.22992777259389566
63.3,0.0706423746566273,0.1666423746566273,298,695,0.030002671970238454,-0.018143879755256033,0.2267828339958812
68.5,0.0693423746566273,0.1620423746566273,302,694,0.029234320955541886,-0.01591415062462681,0.2271843767264779
73.7,0.0685423746566273,0.1568423746566273,307,695,0.02542293737585311,-0.014467762716562197,0.22566936224866696
79.0,0.0672423746566273,0.1545423746566273,310,695,0.028087320868269934,-0.015518700594331764,0.2231852632213644
84.2,0.0665423746566273,0.1499423746566273,314,698,0.026960055861636568,-0.01673457294408351,0.2237756838772666
89.4,0.0665423746566273,0.1479423746566273,316,696,0.025474747501838847,-0.017182887481426278,0.22249969680688725
94.7,0.0647423746566273,0.1435423746566273,320,698,0.025897924782635216,-0.015363686570749284,0.21988131556795024
99.9,0.0644423746566273,0.1407423746566273,322,697,0.026162773187758677,-0.01600968863138061,0.2201372209171084
105.1,0.0649423746566273,0.1379423746566273,325,700,0.02407891721244685,-0.011680191846924343,0.21849258549452757
110.4,0.0657423746566273,0.1371423746566273,327,700,0.022369851067200033,-0.016535873033788805,0.21860144442242707
